Incident Number,Date Reported,Date Occurred,Badge ID,Offense Classification,Offense Code Name,NIBRS Code,NIBRS Group,Was Offense Completed,LMPD Division,LMPD Beat,Location Category,Block Address,City,Zip Code,ObjectId
LMPD23128927,12/29/2023,12/29/2023,5456,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,6th Division,613,Residence/Home,5500 BLOCK RIPPLE LN,LOUISVILLE,40218,
LMPD23129051,12/29/2023,12/29/2023,5500,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,211,Residence/Home,600 BLOCK LINDELL AVE,LOUISVILLE,40211,
LMPD23128886,12/29/2023,12/29/2023,8578,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,6th Division,612,Residence/Home,5100 BLOCK PATTERSON DR,LOUISVILLE,40219,
LMPD23128895,12/29/2023,12/29/2023,8578,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,1st Division,123,Specialty Store,1200 BLOCK W BROADWAY,LOUISVILLE,40203,
LMPD23128803,12/29/2023,12/29/2023,5585,50 DRUNK DRIVING,OPER MTR VEH UNDER INFL ALC .08 (189A.010(1B) - 2ND 189A.010(5B) 03136 90D,90D,B,No,3rd Division,315,Service/Gas Station,9200 BLOCK DIXIE HWY,LOUISVILLE,40272,
LMPD23128802,12/29/2023,12/29/2023,5100,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,3rd Division,315,Residence/Home,7000 BLOCK IREWICK WAY,LOUISVILLE,40272,
LMPD23129026,12/29/2023,12/29/2023,8249,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK BEECHER ST,LOUISVILLE,40215,
LMPD23129016,12/29/2023,12/29/2023,5498,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,211,Residence/Home,3400 BLOCK DEL PARK TER,LOUISVILLE,40211,
LMPD23128965,12/29/2023,12/29/2023,5475,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,4th Division,424,Residence/Home,700 BLOCK BURTON AVE,LOUISVILLE,40208,
LMPD23128952,12/29/2023,12/29/2023,5223,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,3rd Division,322,Grocery/ Supermarket,7400 BLOCK 3RD STREET RD,LOUISVILLE,40214,
LMPD23129053,12/29/2023,12/29/2023,5314,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,No,7th Division,735,Service/Gas Station,4900 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD24900020,12/29/2023,12/29/2023,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,7th Division,724,Department/Discount Store,9800 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,
LMPD23129304,12/29/2023,12/29/2023,8515,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,Yes,4th Division,424,Parking/ Drop Lot/ Garage,400 BLOCK FARMINGTON AVE,LOUISVILLE,40209,
LMPD24900031,12/29/2023,12/29/2023,8185,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,Yes,6th Division,625,Bank/Savings and Loan,3000 BLOCK BRECKENRIDGE LN,LOUISVILLE,40220,
LMPD24000412,12/29/2023,12/29/2023,5209,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,3rd Division,323,Daycare Facility,10500 BLOCK NATIONAL TPKE,LOUISVILLE,40118,
LMPD24900006,12/29/2023,12/29/2023,8375,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,4th Division,423,Residence/Home,3600 BLOCK HENRY AVE,LOUISVILLE,40215,
LMPD23128830,12/29/2023,12/29/2023,8560,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,4th Division,424,Residence/Home,500 BLOCK MONTANA AVE,LOUISVILLE,40208,
LMPD23128874,12/29/2023,12/29/2023,7347,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,1st Division,135,Residence/Home,400 BLOCK S CAMPBELL ST,LOUISVILLE,40204,
LMPD23128954,12/29/2023,12/29/2023,5565,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,2nd Division,212,Residence/Home,3700 BLOCK W BROADWAY,LOUISVILLE,40211,
LMPD24900017,12/29/2023,12/29/2023,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,5th Division,513,Drug Store/Doctor's Office/Hospital,2200 BLOCK BARDSTOWN RD,LOUISVILLE,40205,
LMPD23128744,12/29/2023,12/29/2023,7306,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,3rd Division,322,Residence/Home,6800 BLOCK STONE HILL RD,LOUISVILLE,40214,
LMPD23129038,12/29/2023,12/29/2023,5448,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,1st Division,111,Residence/Home,2500 BLOCK COLUMBIA ST,LOUISVILLE,40212,
LMPD23129028,12/29/2023,12/29/2023,5508,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,225,Residence/Home,1600 BLOCK ALGONQUIN PKY,LOUISVILLE,40210,
LMPD23128905,12/29/2023,12/29/2023,5597,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,Yes,3rd Division,331,Service/Gas Station,7400 BLOCK TERRY RD,LOUISVILLE,40258,
LMPD23128914,12/29/2023,12/29/2023,8578,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,1st Division,123,Residence/Home,500 BLOCK QUEST DR,LOUISVILLE,40203,
LMPD23128893,12/29/2023,12/29/2023,5579,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,436,Residence/Home,500 BLOCK SCHOOL WAY,LOUISVILLE,40214,
LMPD23129122,12/29/2023,12/29/2023,5585,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,3rd Division,323,Residence/Home,400 BLOCK ECHAPPE LN,LOUISVILLE,40118,
LMPD23129029,12/29/2023,12/29/2023,5375,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,6th Division,624,Residence/Home,4900 BLOCK CAWOOD DR,LOUISVILLE,40218,
LMPD24000448,12/29/2023,12/29/2023,7560,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,4th Division,436,Other/Unknown,4800 BLOCK ALLMOND AVE,LOUISVILLE,40214,
LMPD23129173,12/29/2023,12/29/2023,5332,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,6th Division,625,Other Residence (Apartment/Condo),2900 BLOCK BRINKEY WAY,LOUISVILLE,40218,
LMPD23128907,12/29/2023,12/29/2023,7306,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,3rd Division,323,Residence/Home,100 BLOCK SPOONBILL LN,LOUISVILLE,40118,
LMPD23128870,12/29/2023,12/29/2023,5595,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,7th Division,724,Department/Discount Store,9600 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,
LMPD23128874,12/29/2023,12/29/2023,7347,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,1st Division,135,Residence/Home,400 BLOCK S CAMPBELL ST,LOUISVILLE,40204,
LMPD24900002,12/29/2023,12/29/2023,8375,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,4th Division,436,Residence/Home,700 BLOCK W WOODLAWN AVE,LOUISVILLE,40215,
LMPD23128786,12/29/2023,12/29/2023,5272,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,2nd Division,212,Residence/Home,700 BLOCK CECIL AVE,LOUISVILLE,40211,
LMPD23129029,12/29/2023,12/30/2023,5375,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $1,000 < $10,000 514.110(3)(b) 28012 280",280,A,Yes,4th Division,424,Highway/ Road/ Alley/ Street/ Sidewalk,3900 BLOCK S 3RD ST,LOUISVILLE,40214,
LMPD23128983,12/29/2023,12/29/2023,5504,14 AUTO THEFT,"TBUT OR DISP AUTO $500 < $1,000 514.030 24111 240",240,A,Yes,6th Division,612,Service/Gas Station,6500 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD24900011,12/29/2023,12/29/2023,8375,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,3rd Division,331,Department/Discount Store,6600 BLOCK DIXIE HWY,LOUISVILLE,40258,
LMPD23128941,12/29/2023,12/29/2023,5427,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,3rd Division,315,Grocery/ Supermarket,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,
LMPD23128824,12/29/2023,12/29/2023,8515,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,7th Division,735,Specialty Store,4900 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD23128786,12/29/2023,12/29/2023,5272,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,999,B,Yes,2nd Division,212,Residence/Home,700 BLOCK CECIL AVE,LOUISVILLE,40211,
LMPD23128642,12/28/2023,12/28/2023,5479,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,1st Division,135,Other Residence (Apartment/Condo),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128656,12/28/2023,12/28/2023,5407,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,999,B,Yes,1st Division,123,Other Residence (Apartment/Condo),500 BLOCK S 8TH ST,LOUISVILLE,40203,
LMPD23128726,12/28/2023,12/28/2023,8173,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,1st Division,135,Shelter - Mission/ Homeless,700 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128359,12/28/2023,12/01/2023,8499,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE 514.050(1) 23472 23H,23H,A,Yes,6th Division,612,Gambling Facility/ Casino/ Race Track,4500 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,
LMPD23128650,12/28/2023,12/28/2023,5563,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,6th Division,624,Hotel/ Motel/ Etc.,4600 BLOCK WATTBOURNE LN,LOUISVILLE,40299,
LMPD23128425,12/28/2023,12/27/2023,8544,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,2nd Division,234,Residence/Home,2600 BLOCK DIXDALE AVE,LOUISVILLE,40210,
LMPD23128639,12/28/2023,12/28/2023,7860,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,Yes,4th Division,412,Other Residence (Apartment/Condo),1500 BLOCK S 4TH ST,LOUISVILLE,40208,
LMPD23128360,12/28/2023,11/16/2023,8142,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,Yes,4th Division,424,Other Residence (Apartment/Condo),2800 BLOCK S FLOYD ST,LOUISVILLE,40209,
LMPD23128622,12/28/2023,12/28/2023,5410,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,7th Division,711,Other Residence (Apartment/Condo),6000 BLOCK BRISTOL BLUFFS CIR,LOUISVILLE,40299,
LMPD23128450,12/28/2023,12/25/2023,5349,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,No,4th Division,423,Residence/Home,1500 BLOCK S 7TH ST,LOUISVILLE,40208,
LMPD23128277,12/28/2023,12/27/2023,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,No,4th Division,424,Parking/ Drop Lot/ Garage,4300 BLOCK S 3RD ST,LOUISVILLE,40214,
LMPD23128485,12/28/2023,12/27/2023,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,3rd Division,315,Residence/Home,10400 BLOCK CASA LANDA DR,LOUISVILLE,40272,
LMPD23128356,12/28/2023,12/28/2023,5544,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,4th Division,436,Residence/Home,4900 BLOCK S 3RD ST,LOUISVILLE,40214,
LMPD23128435,12/28/2023,12/28/2023,8560,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,2nd Division,225,Construction Site,1400 BLOCK S 10TH ST,LOUISVILLE,40210,
LMPD23128681,12/28/2023,12/28/2023,5256,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,2nd Division,225,Residence/Home,1200 BLOCK BRASHEAR DR,LOUISVILLE,40210,
LMPD23128407,12/28/2023,12/28/2023,5021,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,Yes,1st Division,112,Highway/ Road/ Alley/ Street/ Sidewalk,S 28TH ST / W BROADWAY,LOUISVILLE,40211,
LMPD23128539,12/28/2023,12/24/2023,5307,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,6th Division,613,Hotel/ Motel/ Etc.,3300 BLOCK RED ROOF INN PL,WATTERSON PARK,40218,
LMPD23128393,12/28/2023,12/25/2023,5033,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,3rd Division,322,Rental Storage Facility,6700 BLOCK STRAWBERRY LN,LOUISVILLE,40214,
LMPD23128362,12/28/2023,12/27/2023,7369,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,8th Division,811,Residence/Home,4700 BLOCK LUNENBURG DR,WORTHINGTON HILLS,40245,
LMPD23128361,12/28/2023,12/01/2023,8499,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,Yes,1st Division,134,Residence/Home,1600 BLOCK RIVER SHORE DR,LOUISVILLE,40206,
LMPD23128573,12/28/2023,12/28/2023,5174,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,4th Division,412,Bar/Nightclub,1100 BLOCK SWAN ST,LOUISVILLE,40204,
LMPD23128379,12/28/2023,12/28/2023,5374,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,Yes,1st Division,112,Residence/Home,2300 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40212,
LMPD23128629,12/28/2023,12/28/2023,5458,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,6th Division,625,Residence/Home,200 BLOCK EL CONQUISTADOR PL,LOUISVILLE,40220,
LMPD23128580,12/28/2023,12/28/2023,7309,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,2nd Division,212,Residence/Home,700 BLOCK S 40TH ST,LOUISVILLE,40211,
LMPD23128314,12/28/2023,12/09/2023,8142,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,2nd Division,223,Residence/Home,3000 BLOCK W KENTUCKY ST,LOUISVILLE,40211,
LMPD23128342,12/28/2023,12/27/2023,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,2nd Division,234,Highway/ Road/ Alley/ Street/ Sidewalk,3300 BLOCK PACIFIC CT,LOUISVILLE,40211,
LMPD23128312,12/28/2023,12/26/2023,8585,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,4th Division,411,Parking/ Drop Lot/ Garage,900 BLOCK S 5TH ST,LOUISVILLE,40203,
LMPD23128753,12/28/2023,12/28/2023,5592,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,No,4th Division,436,Residence/Home,5000 BLOCK S 2ND ST,LOUISVILLE,40214,
LMPD23128335,12/28/2023,12/28/2023,5240,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,236,Other Residence (Apartment/Condo),3400 BLOCK CATHE DYKSTRA WAY,LOUISVILLE,40216,
LMPD23128319,12/28/2023,12/27/2023,5304,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,4th Division,423,Residence/Home,1100 BLOCK W WHITNEY AVE,LOUISVILLE,40215,
LMPD23128660,12/28/2023,12/04/2023,5476,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $500 < $1,000 514.110(3)(a) 28010 280",280,A,Yes,3rd Division,315,Residence/Home,7500 BLOCK CANE RUN RD,LOUISVILLE,40258,
LMPD23128331,12/28/2023,12/27/2023,5349,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,4th Division,423,Convenience Store,2500 BLOCK 7TH STREET RD,LOUISVILLE,40208,
LMPD23128389,12/28/2023,12/28/2023,7488,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,5th Division,525,Residence/Home,700 BLOCK DANESHALL DR,LOUISVILLE,40206,
LMPD23128332,12/28/2023,12/28/2023,5301,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN 218A.1415 42205 35A,35A,A,Yes,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,S 1ST ST / W OAK ST,LOUISVILLE,40203,
LMPD23128501,12/28/2023,12/28/2023,7125,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,3rd Division,322,Parking/ Drop Lot/ Garage,6700 BLOCK STRAWBERRY LN,LOUISVILLE,40214,
LMPD23128285,12/28/2023,12/27/2023,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,2nd Division,211,Parking/ Drop Lot/ Garage,4400 BLOCK ELLIOTT AVE,LOUISVILLE,40211,
LMPD23128535,12/28/2023,12/28/2023,5174,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,3rd Division,316,Residence/Home,13300 BLOCK HORNCASTLE WAY,LOUISVILLE,40272,
LMPD23128672,12/28/2023,12/28/2023,5296,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,4th Division,412,Other Residence (Apartment/Condo),800 BLOCK EASTERN PKY,LOUISVILLE,40217,
LMPD23129479,12/28/2023,12/28/2023,5321,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,3rd Division,331,Residence/Home,4100 BLOCK FLINTLOCK DR,LOUISVILLE,40216,
LMPD23128783,12/28/2023,12/28/2023,5056,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,8th Division,812,Cyberspace,10300 BLOCK WESTPORT RD,LOUISVILLE,40241,
LMPD23128283,12/28/2023,12/28/2023,7488,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,5th Division,525,Specialty Store,100 BLOCK FAIRFAX AVE,LOUISVILLE,40207,
LMPD23128528,12/28/2023,12/27/2023,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,3rd Division,322,Residence/Home,300 BLOCK MAC BRAE RD,LOUISVILLE,40214,
LMPD23128648,12/28/2023,12/28/2023,5341,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,7th Division,723,Residence/Home,8000 BLOCK BROADFERN DR,LOUISVILLE,40291,
LMPD23128390,12/28/2023,12/27/2023,8358,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,Yes,8th Division,812,Commercial/Office Building,4400 BLOCK TOWNE CENTER DR,LOUISVILLE,40241,
LMPD23128441,12/28/2023,12/28/2023,5304,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,423,Residence/Home,3600 BLOCK KAHLERT AVE,LOUISVILLE,40215,
LMPD23128627,12/28/2023,12/28/2023,5416,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,2nd Division,223,Residence/Home,800 BLOCK S 26TH ST,LOUISVILLE,40211,
LMPD23128602,12/28/2023,12/28/2023,8402,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,7th Division,723,Parking/ Drop Lot/ Garage,7000 BLOCK RED BERRY CT,LOUISVILLE,40291,
LMPD23128395,12/28/2023,12/28/2023,5302,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,8th Division,811,Other Residence (Apartment/Condo),11100 BLOCK INDIAN LEGENDS DR,LOUISVILLE,40241,
LMPD23128394,12/28/2023,12/24/2023,8544,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,8th Division,815,Specialty Store,7900 BLOCK SHELBYVILLE RD,LOUISVILLE,40222,
LMPD23128443,12/28/2023,12/28/2023,8560,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,Yes,1st Division,123,Highway/ Road/ Alley/ Street/ Sidewalk,400 BLOCK W MAIN ST,LOUISVILLE,40202,
LMPD23128566,12/28/2023,12/28/2023,5594,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,3rd Division,331,Restaurant,5300 BLOCK DIXIE HWY,LOUISVILLE,40216,
LMPD23128408,12/28/2023,12/17/2023,8560,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,No,3rd Division,323,Department/Discount Store,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD23128537,12/28/2023,12/28/2023,5174,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,3rd Division,316,Residence/Home,13300 BLOCK HORNCASTLE WAY,LOUISVILLE,40272,
LMPD23128456,12/28/2023,12/28/2023,5205,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,412,Other Residence (Apartment/Condo),400 BLOCK E JACOB ST,LOUISVILLE,40203,
LMPD23128555,12/28/2023,12/28/2023,5570,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,2nd Division,223,Residence/Home,3000 BLOCK VIRGINIA AVE,LOUISVILLE,40211,
LMPD23128590,12/28/2023,12/28/2023,5517,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,1st Division,134,Bar/Nightclub,200 BLOCK E MARKET ST,LOUISVILLE,40202,
LMPD23128308,12/28/2023,12/27/2023,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,5th Division,512,Residence/Home,600 BLOCK BARRET AVE,LOUISVILLE,40204,
LMPD23128273,12/28/2023,12/27/2023,8249,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,3rd Division,315,Highway/ Road/ Alley/ Street/ Sidewalk,7700 BLOCK CARNATION DR,LOUISVILLE,40258,
LMPD24001117,12/28/2023,12/28/2023,7427,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,Yes,3rd Division,322,Residence/Home,6500 BLOCK MILES AVE,LOUISVILLE,40214,
LMPD23128642,12/28/2023,12/28/2023,5479,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,1st Division,135,Other Residence (Apartment/Condo),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23128372,12/28/2023,12/28/2023,5536,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,4th Division,435,Drug Store/Doctor's Office/Hospital,1800 BLOCK BLUEGRASS AVE,LOUISVILLE,40215,
LMPD23128319,12/28/2023,12/27/2023,5304,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,No,4th Division,423,Residence/Home,1100 BLOCK W WHITNEY AVE,LOUISVILLE,40215,
LMPD23128300,12/28/2023,12/18/2023,8585,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,Yes,5th Division,512,Parking/ Drop Lot/ Garage,1100 BLOCK CHEROKEE RD,LOUISVILLE,40204,
LMPD24000692,12/28/2023,12/28/2023,8584,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,7th Division,736,Residence/Home,3400 BLOCK CHATEAU LN,LOUISVILLE,40219,
LMPD23128420,12/28/2023,12/28/2023,5365,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,1st Division,135,Department/Discount Store,800 BLOCK E JEFFERSON ST,LOUISVILLE,40206,
